Index,File,Are equals,Size in pal_1.0,Size in ntsc_1.0_rc,Size proportion,Size difference,Bytes different,Words different
372,ovl_En_Heishi4,False,3840,3840,1.0,0,178,89
373,ovl_En_Zl3,False,32336,32368,0.999,-32,18033,5539
374,ovl_Boss_Ganon2,False,70400,70384,1.0,16,39005,11963
375,ovl_En_Kakasi,False,3392,3392,1.0,0,178,93
376,ovl_En_Takara_Man,False,2240,2240,1.0,0,101,51
377,ovl_Obj_Makeoshihiki,False,1168,1168,1.0,0,42,21
378,ovl_Oceff_Spot,False,3888,3888,1.0,0,88,44
379,ovl_End_Title,False,16688,16688,1.0,0,65,34
380,ovl_En_Torch,False,240,240,1.0,0,10,5
381,ovl_Demo_Ec,False,14432,14432,1.0,0,1021,487
382,ovl_Shot_Sun,False,1728,1728,1.0,0,71,37
383,ovl_En_Dy_Extra,False,1408,1408,1.0,0,46,23
384,ovl_En_Wonder_Talk2,False,1696,1696,1.0,0,56,28
385,ovl_En_Ge2,False,6560,6560,1.0,0,298,150
386,ovl_Obj_Roomtimer,False,592,592,1.0,0,42,21
387,ovl_En_Ssh,False,9712,9712,1.0,0,815,333
388,ovl_En_Sth,False,16560,16560,1.0,0,286,151
389,ovl_Oceff_Wipe,False,3408,3408,1.0,0,52,26
390,ovl_Effect_Ss_Dust,False,2096,2096,1.0,0,82,41
391,ovl_Effect_Ss_KiraKira,False,1648,1648,1.0,0,62,31
392,ovl_Effect_Ss_Bomb,False,1056,1056,1.0,0,44,22
393,ovl_Effect_Ss_Bomb2,False,2352,2352,1.0,0,102,51
394,ovl_Effect_Ss_Blast,False,912,912,1.0,0,24,12
395,ovl_Effect_Ss_G_Spk,False,1456,1456,1.0,0,52,26
396,ovl_Effect_Ss_D_Fire,False,1264,1264,1.0,0,32,16
397,ovl_Effect_Ss_Bubble,False,1152,1152,1.0,0,60,32
398,ovl_Effect_Ss_G_Ripple,False,1376,1376,1.0,0,37,18
399,ovl_Effect_Ss_G_Splash,False,1200,1200,1.0,0,46,23
400,ovl_Effect_Ss_G_Magma,False,608,608,1.0,0,35,17
401,ovl_Effect_Ss_G_Fire,False,656,656,1.0,0,33,16
402,ovl_Effect_Ss_Lightning,False,1744,1744,1.0,0,85,42
403,ovl_Effect_Ss_Dt_Bubble,False,1424,1424,1.0,0,46,25
404,ovl_Effect_Ss_Hahen,False,1600,1600,1.0,0,60,30
405,ovl_Effect_Ss_Stick,False,928,928,1.0,0,40,20
406,ovl_Effect_Ss_Sibuki,False,1744,1744,1.0,0,70,36
407,ovl_Effect_Ss_Sibuki2,False,816,816,1.0,0,38,19
408,ovl_Effect_Ss_G_Magma2,False,1296,1296,1.0,0,50,29
409,ovl_Effect_Ss_Stone1,False,912,912,1.0,0,42,21
410,ovl_Effect_Ss_HitMark,False,1360,1360,1.0,0,113,54
411,ovl_Effect_Ss_Fhg_Flash,False,3968,3968,1.0,0,103,52
412,ovl_Effect_Ss_K_Fire,False,1072,1072,1.0,0,28,14
413,ovl_Effect_Ss_Solder_Srch_Ball,False,432,432,1.0,0,6,3
414,ovl_Effect_Ss_Kakera,False,4240,4240,1.0,0,137,69
415,ovl_Effect_Ss_Ice_Piece,False,1088,1088,1.0,0,36,18
416,ovl_Effect_Ss_En_Ice,False,2240,2064,1.085,176,469,144
417,ovl_Effect_Ss_Fire_Tail,False,1792,1792,1.0,0,64,32
418,ovl_Effect_Ss_En_Fire,False,1856,1856,1.0,0,62,34
419,ovl_Effect_Ss_Extra,False,960,960,1.0,0,34,19
420,ovl_Effect_Ss_Fcircle,False,1200,1200,1.0,0,36,21
421,ovl_Effect_Ss_Dead_Db,False,1248,1248,1.0,0,59,31
422,ovl_Effect_Ss_Dead_Dd,False,1424,1424,1.0,0,41,23
423,ovl_Effect_Ss_Dead_Ds,False,1152,1152,1.0,0,43,22
424,ovl_Effect_Ss_Dead_Sound,False,320,320,1.0,0,10,5
425,ovl_Oceff_Storm,False,7072,7072,1.0,0,76,38
426,ovl_En_Weiyer,False,6656,6656,1.0,0,324,163
427,ovl_Bg_Spot05_Soko,False,800,800,1.0,0,52,26
428,ovl_Bg_Jya_1flift,False,1680,1680,1.0,0,102,51
429,ovl_Bg_Jya_Haheniron,False,2032,2032,1.0,0,106,53
430,ovl_Bg_Spot12_Gate,False,1040,1040,1.0,0,64,32
431,ovl_Bg_Spot12_Saku,False,1216,1216,1.0,0,68,34
432,ovl_En_Hintnuts,False,6704,6704,1.0,0,325,162
433,ovl_En_Nutsball,False,1568,1568,1.0,0,75,36
434,ovl_Bg_Spot00_Break,False,416,416,1.0,0,34,15
435,ovl_En_Shopnuts,False,3856,3856,1.0,0,203,93
436,ovl_En_It,False,400,400,1.0,0,22,11
437,ovl_En_GeldB,False,21424,21504,0.996,-80,18144,5170
438,ovl_Oceff_Wipe2,False,6000,6000,1.0,0,91,54
439,ovl_Oceff_Wipe3,False,5968,5968,1.0,0,72,36
440,ovl_En_Niw_Girl,False,2768,2768,1.0,0,136,68
441,ovl_En_Dog,False,4528,4528,1.0,0,194,97
442,ovl_En_Si,False,1280,1280,1.0,0,83,42
443,ovl_Bg_Spot01_Objects2,False,1216,1216,1.0,0,72,36
444,ovl_Obj_Comb,False,2144,2144,1.0,0,98,49
445,ovl_Bg_Spot11_Bakudankabe,False,1600,1600,1.0,0,78,39
446,ovl_Obj_Kibako2,False,1728,1728,1.0,0,82,41
447,ovl_En_Dnt_Demo,False,3360,3360,1.0,0,94,47
448,ovl_En_Dnt_Jiji,False,5392,5552,0.971,-160,4429,1231
449,ovl_En_Dnt_Nomal,False,11840,12096,0.979,-256,9451,2679
450,ovl_En_Guest,False,2464,2464,1.0,0,175,74
451,ovl_Bg_Bom_Guard,False,544,544,1.0,0,20,10
452,ovl_En_Hs2,False,1504,1504,1.0,0,86,43
453,ovl_Demo_Kekkai,False,4832,4832,1.0,0,204,102
454,ovl_Bg_Spot08_Bakudankabe,False,1696,1696,1.0,0,84,42
455,ovl_Bg_Spot17_Bakudankabe,False,1760,1760,1.0,0,78,39
456,ovl_Obj_Mure3,False,2000,2000,1.0,0,78,39
457,ovl_En_Tg,False,1744,1744,1.0,0,86,43
458,ovl_En_Mu,False,2336,2336,1.0,0,104,52
459,ovl_En_Go2,False,24608,24608,1.0,0,13217,4116
460,ovl_En_Wf,False,17168,17168,1.0,0,2534,880
461,ovl_En_Skb,False,6384,6384,1.0,0,288,144
462,ovl_Demo_Gj,False,15536,15536,1.0,0,784,392
463,ovl_Demo_Geff,False,2080,2080,1.0,0,114,57
464,ovl_Bg_Gnd_Firemeiro,False,1344,1344,1.0,0,52,26
465,ovl_Bg_Gnd_Darkmeiro,False,1984,1984,1.0,0,91,48
466,ovl_Bg_Gnd_Soulmeiro,False,2144,2144,1.0,0,122,69
467,ovl_Bg_Gnd_Nisekabe,False,368,368,1.0,0,23,13
468,ovl_Bg_Gnd_Iceblock,False,4336,4336,1.0,0,378,192
469,ovl_Bg_Ydan_Sp,False,6000,6000,1.0,0,250,125
470,ovl_En_Gb,False,5936,5936,1.0,0,268,134
471,ovl_En_Gs,False,7840,7840,1.0,0,358,179
472,ovl_Bg_Mizu_Bwall,False,5328,5328,1.0,0,246,123
473,ovl_Bg_Mizu_Shutter,False,2048,2048,1.0,0,114,55
474,ovl_En_Daiku_Kakariko,False,5056,5056,1.0,0,215,106
475,ovl_Bg_Bowl_Wall,False,2432,2432,1.0,0,80,40
476,ovl_En_Wall_Tubo,False,1264,1248,1.013,16,885,266
477,ovl_En_Po_Desert,False,3520,3520,1.0,0,138,70
478,ovl_En_Crow,False,5792,5792,1.0,0,258,129
479,ovl_Door_Killer,False,5488,5488,1.0,0,234,117
480,ovl_Bg_Spot11_Oasis,False,1840,1840,1.0,0,76,38
481,ovl_Bg_Spot18_Futa,False,416,416,1.0,0,26,13
482,ovl_Bg_Spot18_Shutter,False,1360,1360,1.0,0,85,43
483,ovl_En_Ma3,False,4304,3952,1.089,352,1879,544
484,ovl_En_Cow,False,5216,5216,1.0,0,244,133
485,ovl_Bg_Ice_Turara,False,2096,2096,1.0,0,110,55
486,ovl_Bg_Ice_Shutter,False,1136,1136,1.0,0,76,38
487,ovl_En_Kakasi2,False,1824,1824,1.0,0,88,44
488,ovl_En_Kakasi3,False,4320,4320,1.0,0,214,107
489,ovl_Oceff_Wipe4,False,4064,4064,1.0,0,78,39
490,ovl_En_Eg,False,432,432,1.0,0,30,15
491,ovl_Bg_Menkuri_Nisekabe,False,336,336,1.0,0,18,9
492,ovl_En_Zo,False,9648,9648,1.0,0,392,199
493,ovl_Effect_Ss_Ice_Smoke,False,1216,1216,1.0,0,46,23
494,ovl_Obj_Makekinsuta,False,336,336,1.0,0,14,7
495,ovl_En_Ge3,False,2896,2896,1.0,0,150,72
496,ovl_Obj_Timeblock,False,3136,3136,1.0,0,145,62
497,ovl_Obj_Hamishi,False,2128,2128,1.0,0,101,49
498,ovl_En_Zl4,False,18992,18992,1.0,0,945,473
499,ovl_En_Mm2,False,3520,3520,1.0,0,184,92
500,ovl_Bg_Jya_Block,False,624,624,1.0,0,32,16
501,ovl_Obj_Warp2block,False,2864,2864,1.0,0,118,59
502,gameplay_keep,False,354224,376032,0.942,-21808,244764,67828
503,gameplay_field_keep,True,54064,54064,1.0,0,0,0
504,gameplay_dangeon_keep,True,97008,97008,1.0,0,0,0
505,gameplay_object_exchange_static,True,16,16,1.0,0,0,0
506,object_link_boy,True,227328,227328,1.0,0,0,0
507,object_link_child,True,184192,184192,1.0,0,0,0
508,object_box,True,24576,24576,1.0,0,0,0
509,object_human,True,78208,78208,1.0,0,0,0
510,object_okuta,True,15488,15488,1.0,0,0,0
511,object_poh,False,20704,20704,1.0,0,3,1
512,object_wallmaster,True,41072,41072,1.0,0,0,0
513,object_dy_obj,True,120112,120112,1.0,0,0,0
514,object_firefly,True,6336,6336,1.0,0,0,0
515,object_dodongo,True,39232,39232,1.0,0,0,0
516,object_fire,True,16544,16544,1.0,0,0,0
517,object_niw,True,9536,9536,1.0,0,0,0
518,object_tite,True,14896,14896,1.0,0,0,0
519,object_reeba,True,7920,7920,1.0,0,0,0
520,object_peehat,True,7312,7312,1.0,0,0,0
521,object_kingdodongo,False,199904,194784,1.026,5120,76638,20675
522,object_horse,True,57104,57104,1.0,0,0,0
523,object_zf,False,91040,91040,1.0,0,2,1
524,object_goma,False,128512,123392,1.041,5120,11175,3138
525,object_zl1,True,82880,82880,1.0,0,0,0
526,object_gol,True,16928,16928,1.0,0,0,0
527,object_bubble,True,4288,4288,1.0,0,0,0
528,object_dodojr,True,8432,8432,1.0,0,0,0
529,object_torch2,True,18288,18288,1.0,0,0,0
530,object_bl,True,22608,22608,1.0,0,0,0
531,object_tp,True,7408,7408,1.0,0,0,0
532,object_oA1,True,18192,18192,1.0,0,0,0
533,object_st,False,23472,23472,1.0,0,11,5
534,object_bw,True,8800,8800,1.0,0,0,0
535,object_ei,True,13344,13344,1.0,0,0,0
536,object_horse_normal,True,40896,40896,1.0,0,0,0
537,object_oB1,True,26288,26288,1.0,0,0,0
538,object_o_anime,True,8528,8528,1.0,0,0,0
539,object_spot04_objects,True,5824,5824,1.0,0,0,0
540,object_ddan_objects,True,34656,34656,1.0,0,0,0
541,object_hidan_objects,True,97568,97568,1.0,0,0,0
542,object_horse_ganon,True,49296,49296,1.0,0,0,0
543,object_oA2,True,22224,22224,1.0,0,0,0
544,object_spot00_objects,True,7184,7184,1.0,0,0,0
545,object_mb,True,82336,82336,1.0,0,0,0
546,object_bombf,True,6656,6656,1.0,0,0,0
547,object_sk2,True,59392,59392,1.0,0,0,0
548,object_oE1,True,26640,26640,1.0,0,0,0
549,object_oE_anime,True,20576,20576,1.0,0,0,0
550,object_oE2,True,23152,23152,1.0,0,0,0
551,object_ydan_objects,False,36992,36992,1.0,0,3,1
552,object_gnd,True,77824,77824,1.0,0,0,0
553,object_am,True,23376,23376,1.0,0,0,0
554,object_dekubaba,True,14784,14784,1.0,0,0,0
555,object_oA3,True,8496,8496,1.0,0,0,0
556,object_oA4,True,5936,5936,1.0,0,0,0
557,object_oA5,True,5808,5808,1.0,0,0,0
558,object_oA6,True,6656,6656,1.0,0,0,0
559,object_oA7,True,5456,5456,1.0,0,0,0
560,object_jj,True,47808,47808,1.0,0,0,0
561,object_oA8,True,6064,6064,1.0,0,0,0
562,object_oA9,True,1312,1312,1.0,0,0,0
563,object_oB2,True,16608,16608,1.0,0,0,0
564,object_oB3,True,17552,17552,1.0,0,0,0
565,object_oB4,True,6256,6256,1.0,0,0,0
566,object_horse_zelda,True,29024,29024,1.0,0,0,0
567,object_opening_demo1,True,20576,20576,1.0,0,0,0
568,object_warp1,True,11440,11440,1.0,0,0,0
569,object_b_heart,True,1600,1600,1.0,0,0,0
570,object_dekunuts,True,13920,13920,1.0,0,0,0
571,object_oE3,True,28960,28960,1.0,0,0,0
572,object_oE4,True,20432,20432,1.0,0,0,0
573,object_menkuri_objects,True,35600,35600,1.0,0,0,0
574,object_oE5,True,21952,21952,1.0,0,0,0
575,object_oE6,True,11856,11856,1.0,0,0,0
576,object_oE7,True,10848,10848,1.0,0,0,0
577,object_oE8,True,13264,13264,1.0,0,0,0
578,object_oE9,True,12048,12048,1.0,0,0,0
579,object_oE10,True,10704,10704,1.0,0,0,0
580,object_oE11,True,12784,12784,1.0,0,0,0
581,object_oE12,True,14272,14272,1.0,0,0,0
582,object_vali,True,18512,18512,1.0,0,0,0
583,object_oA10,True,11952,11952,1.0,0,0,0
584,object_oA11,True,5568,5568,1.0,0,0,0
585,object_mizu_objects,True,45856,45856,1.0,0,0,0
586,object_fhg,False,74208,69088,1.074,5120,38776,10791
587,object_ossan,True,39760,39760,1.0,0,0,0
588,object_mori_hineri1,True,21744,21744,1.0,0,0,0
589,object_Bb,True,6720,6720,1.0,0,0,0
590,object_toki_objects,False,33872,33872,1.0,0,4,2
591,object_yukabyun,True,5360,5360,1.0,0,0,0
592,object_zl2,True,68992,68992,1.0,0,0,0
593,object_mjin,True,4752,4752,1.0,0,0,0
594,object_mjin_flash,True,4096,4096,1.0,0,0,0
595,object_mjin_dark,True,4096,4096,1.0,0,0,0
596,object_mjin_flame,True,4096,4096,1.0,0,0,0
597,object_mjin_ice,True,4096,4096,1.0,0,0,0
598,object_mjin_soul,True,4096,4096,1.0,0,0,0
599,object_mjin_wind,True,4096,4096,1.0,0,0,0
600,object_mjin_oka,True,7008,7008,1.0,0,0,0
601,object_haka_objects,True,120496,120496,1.0,0,0,0
602,object_spot06_objects,True,11680,11680,1.0,0,0,0
603,object_ice_objects,True,36176,36176,1.0,0,0,0
604,object_relay_objects,True,13872,13872,1.0,0,0,0
605,object_mori_hineri1a,True,13504,13504,1.0,0,0,0
606,object_mori_hineri2,True,17408,17408,1.0,0,0,0
607,object_mori_hineri2a,True,24752,24752,1.0,0,0,0
608,object_mori_objects,True,35344,35344,1.0,0,0,0
609,object_mori_tex,True,40448,40448,1.0,0,0,0
610,object_spot08_obj,True,22016,22016,1.0,0,0,0
611,object_warp2,True,16,16,1.0,0,0,0
612,object_hata,True,12256,12256,1.0,0,0,0
613,object_bird,True,8608,8608,1.0,0,0,0
614,object_wood02,True,34768,34768,1.0,0,0,0
615,object_lightbox,True,8000,8000,1.0,0,0,0
616,object_pu_box,True,5632,5632,1.0,0,0,0
617,object_trap,False,9184,9184,1.0,0,4,2
618,object_vase,True,5520,5520,1.0,0,0,0
619,object_im,True,74288,74288,1.0,0,0,0
620,object_ta,True,58352,58352,1.0,0,0,0
621,object_tk,True,48720,48720,1.0,0,0,0
622,object_xc,False,114944,117536,0.978,-2592,105964,28487
623,object_vm,True,16240,16240,1.0,0,0,0
624,object_bv,False,127408,122288,1.042,5120,98585,26714
625,object_hakach_objects,True,27376,27376,1.0,0,0,0
626,object_efc_crystal_light,True,2720,2720,1.0,0,0,0
627,object_efc_fire_ball,True,3328,3328,1.0,0,0,0
628,object_efc_flash,True,16,16,1.0,0,0,0
629,object_efc_lgt_shower,True,4816,4816,1.0,0,0,0
630,object_efc_star_field,True,6096,6096,1.0,0,0,0
631,object_god_lgt,False,17232,17232,1.0,0,2,1
632,object_light_ring,True,4736,4736,1.0,0,0,0
633,object_triforce_spot,True,10512,10512,1.0,0,0,0
634,object_medal,True,20800,20800,1.0,0,0,0
635,object_bdan_objects,True,52496,52496,1.0,0,0,0
636,object_sd,True,50912,50912,1.0,0,0,0
637,object_rd,True,61424,61424,1.0,0,0,0
638,object_po_sisters,True,58304,58304,1.0,0,0,0
639,object_heavy_object,True,6880,6880,1.0,0,0,0
640,object_gndd,True,72192,72192,1.0,0,0,0
641,object_fd,False,71280,66160,1.077,5120,5399,1641
642,object_du,False,73776,75312,0.98,-1536,53416,15035
643,object_fw,True,32224,32224,1.0,0,0,0
644,object_horse_link_child,True,35616,35616,1.0,0,0,0
645,object_spot02_objects,True,91680,91680,1.0,0,0,0
646,object_haka,True,5216,5216,1.0,0,0,0
647,object_ru1,True,80512,80512,1.0,0,0,0
648,object_syokudai,True,15504,15504,1.0,0,0,0
649,object_fd2,True,72336,72336,1.0,0,0,0
650,object_dh,True,37056,37056,1.0,0,0,0
651,object_rl,True,31568,31568,1.0,0,0,0
652,object_efc_tw,True,4848,4848,1.0,0,0,0
653,object_demo_tre_lgt,True,16,16,1.0,0,0,0
654,object_gi_key,False,2592,2592,1.0,0,2,1
655,object_mir_ray,True,7424,7424,1.0,0,0,0
656,object_brob,True,6816,6816,1.0,0,0,0
657,object_gi_jewel,False,13952,13952,1.0,0,10,5
658,object_spot09_obj,True,100496,100496,1.0,0,0,0
659,object_spot18_obj,False,51728,51728,1.0,0,1141,306
660,object_bdoor,True,30144,30144,1.0,0,0,0
661,object_spot17_obj,True,6192,6192,1.0,0,0,0
662,object_shop_dungen,True,14880,14880,1.0,0,0,0
663,object_nb,True,98784,98784,1.0,0,0,0
664,object_mo,False,36976,31856,1.161,5120,21041,5692
665,object_sb,False,11424,11424,1.0,0,4,2
666,object_gi_melody,False,3360,3360,1.0,0,2,1
667,object_gi_heart,False,496,496,1.0,0,2,1
668,object_gi_compass,False,3344,3344,1.0,0,4,2
669,object_gi_bosskey,False,4112,4112,1.0,0,4,2
670,object_gi_medal,False,21360,21360,1.0,0,14,7
671,object_gi_nuts,False,4544,4544,1.0,0,2,1
672,object_sa,True,86576,86576,1.0,0,0,0
673,object_gi_hearts,False,6064,6064,1.0,0,10,5
674,object_gi_arrowcase,False,3248,3248,1.0,0,6,3
675,object_gi_bombpouch,False,3680,3680,1.0,0,4,2
676,object_in,True,101456,101456,1.0,0,0,0
677,object_tr,True,77360,77360,1.0,0,0,0
678,object_spot16_obj,True,5376,5376,1.0,0,0,0
679,object_oE1s,True,25952,25952,1.0,0,0,0
680,object_oE4s,True,19968,19968,1.0,0,0,0
681,object_os_anime,True,42560,42560,1.0,0,0,0
682,object_gi_bottle,False,2288,2288,1.0,0,4,2
683,object_gi_stick,False,1728,1728,1.0,0,2,1
684,object_gi_map,False,4448,4448,1.0,0,4,2
685,object_oF1d_map,True,66976,66976,1.0,0,0,0
686,object_ru2,True,63696,63696,1.0,0,0,0
687,object_gi_shield_1,False,3408,3408,1.0,0,4,2
688,object_dekujr,True,13584,13584,1.0,0,0,0
689,object_gi_magicpot,False,4560,4560,1.0,0,4,2
690,object_gi_bomb_1,False,3248,3248,1.0,0,4,2
691,object_oF1s,True,34976,34976,1.0,0,0,0
692,object_ma2,True,40688,40688,1.0,0,0,0
693,object_gi_purse,True,7024,7024,1.0,0,0,0
694,object_hni,True,44912,44912,1.0,0,0,0
695,object_tw,False,241584,236464,1.022,5120,43148,11278
696,object_rr,True,3584,3584,1.0,0,0,0
697,object_bxa,True,11248,11248,1.0,0,0,0
698,object_anubice,True,14752,14752,1.0,0,0,0
699,object_gi_gerudo,False,4928,4928,1.0,0,6,3
700,object_gi_arrow,False,6928,6928,1.0,0,12,6
701,object_gi_bomb_2,False,1696,1696,1.0,0,2,1
702,object_gi_egg,False,4896,4896,1.0,0,4,2
703,object_gi_scale,False,3568,3568,1.0,0,6,3
704,object_gi_shield_2,False,4208,4208,1.0,0,4,2
705,object_gi_hookshot,False,5472,5472,1.0,0,8,4
706,object_gi_ocarina,False,2992,2992,1.0,0,2,1
707,object_gi_milk,False,5232,5232,1.0,0,6,3
708,object_ma1,True,36224,36224,1.0,0,0,0
709,object_ganon,False,70912,65792,1.078,5120,6996,2026
710,object_sst,False,109488,104368,1.049,5120,17536,4903
711,object_ny,False,8560,8560,1.0,0,4,2
712,object_fr,True,46256,46256,1.0,0,0,0
713,object_gi_pachinko,False,3168,3168,1.0,0,4,2
714,object_gi_boomerang,False,3488,3488,1.0,0,4,2
715,object_gi_bow,False,3376,3376,1.0,0,6,3
716,object_gi_glasses,False,4480,4480,1.0,0,4,2
717,object_gi_liquid,False,6352,6352,1.0,0,8,4
718,object_ani,True,30464,30464,1.0,0,0,0
719,object_demo_6k,False,15264,15264,1.0,0,2,1
720,object_gi_shield_3,False,4800,4800,1.0,0,6,3
721,object_gi_letter,True,3584,3584,1.0,0,0,0
722,object_spot15_obj,True,7424,7424,1.0,0,0,0
723,object_jya_obj,True,115008,115008,1.0,0,0,0
724,object_gi_clothes,True,6240,6240,1.0,0,0,0
725,object_gi_bean,False,2240,2240,1.0,0,4,2
726,object_gi_fish,False,2384,2384,1.0,0,6,3
727,object_gi_saw,False,2944,2944,1.0,0,4,2
728,object_gi_hammer,False,3264,3264,1.0,0,4,2
729,object_gi_grass,False,3088,3088,1.0,0,4,2
730,object_gi_longsword,False,2240,2240,1.0,0,4,2
731,object_spot01_objects,True,9360,9360,1.0,0,0,0
732,object_md,True,41296,41296,1.0,0,0,0
733,object_km1,True,22976,22976,1.0,0,0,0
734,object_kw1,True,26848,26848,1.0,0,0,0
735,object_zo,False,49216,49216,1.0,0,4,2
736,object_kz,True,34528,34528,1.0,0,0,0
737,object_umajump,True,5232,5232,1.0,0,0,0
738,object_masterkokiri,True,1216,1216,1.0,0,0,0
739,object_masterkokirihead,True,11424,11424,1.0,0,0,0
740,object_mastergolon,True,272,272,1.0,0,0,0
741,object_masterzoora,True,1952,1952,1.0,0,0,0
742,object_aob,True,22192,22192,1.0,0,0,0
743,object_ik,True,132560,132560,1.0,0,0,0
744,object_ahg,True,22960,22960,1.0,0,0,0
745,object_cne,True,10704,10704,1.0,0,0,0
746,object_gi_niwatori,False,6640,6640,1.0,0,2,1
747,object_skj,True,36400,36400,1.0,0,0,0
748,object_gi_bottle_letter,False,3200,3200,1.0,0,6,3
749,object_bji,True,16784,16784,1.0,0,0,0
750,object_bba,True,17040,17040,1.0,0,0,0
751,object_gi_ocarina_0,False,3088,3088,1.0,0,2,1
752,object_ds,True,18304,18304,1.0,0,0,0
753,object_ane,True,28592,28592,1.0,0,0,0
754,object_boj,True,23744,23744,1.0,0,0,0
755,object_spot03_object,True,5728,5728,1.0,0,0,0
756,object_spot07_object,True,27952,27952,1.0,0,0,0
757,object_fz,False,13520,13520,1.0,0,13,6
758,object_bob,True,20256,20256,1.0,0,0,0
759,object_ge1,True,42160,42160,1.0,0,0,0
760,object_yabusame_point,True,3664,3664,1.0,0,0,0
761,object_gi_boots_2,False,7104,7104,1.0,0,4,2
